2024-01-19 01:09:43,sgd,hip hop,pop
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,sgd,rock,metal
2024-01-19 01:09:43,sgd,pop,jazz
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,sgd,pop,country
2024-01-19 01:09:43,sgd,pop,opm
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,sgd,pop,folk
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,rock
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,rock
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,sgd,pop,country
2024-01-19 01:09:43,sgd,rock,metal
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,jazz
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,jazz,jazz
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,knn_randomsearch,folk,folk
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,knn_randomsearch,rap,rap
2024-01-19 01:09:43,knn_randomsearch,rock,rock
2024-01-19 01:09:43,knn_randomsearch,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,rock
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,sgd,pop,pop
2024-01-19 01:09:43,knn_randomsearch,rock,rock
